subscriber_id,region,plan,onboarding_score,negative_ticket_pre_renewal,cancelled,total_spent,days_before_renewal_negative_ticket,cancellation_reason
S-10951,Northeast,Monthly Plus,35.5,True,True,$375.45,6.3,poor quality
S-13934,Northeast,Quarterly Bundle,52.9,False,False,3095.02,,
S-17786,South,Monthly Plus,77.7,No,No,819.47,,
S-13250,Midwest,Monthly Plus,49.1,0,0,"$1,279.24",,
S-16521,Midwest,Monthly Essentials,58.8,False,0,USD 284.35,,
S-15063,Midwest,Monthly Essentials,67.2,No,False,650.10,,
S-10631,South,Monthly Plus,43.7,True,True,USD 58.91,11.4,no longer needed
S-13677,Midwest,Monthly Plus,42.2,False,No,548.01,,
S-10480,Northeast,Monthly Essentials,43.5,True,Yes,112.71,13.2,poor quality
S-14984,Midwest,Quarterly Bundle,57.5,False,0,"$2,852.14",,
S-12852,South,Monthly Essentials,81.7,True,No,567.58,0.2,
S-13428,Midwest,Quarterly Bundle,45.7,False,False,"$2,421.02",,
S-11922,West,Monthly Essentials,69.6,True,False,478.00,7.6,
S-16729,Northeast,Monthly Plus,99.7,No,False,$169.27,,
S-12375,West,Monthly Plus,87.4,Yes,False,54.91,8.4,
S-14083,West,Quarterly Bundle,53.7,No,No,USD 431.27,,
S-14823,West,Monthly Essentials,50.3,No,Yes,593.12,,too expensive
S-11107,Midwest,Quarterly Bundle,65.3,True,False,3099.32,2.1,
S-16291,Northeast,Monthly Plus,63.2,No,No,"$1,161.07",,
S-17620,South,Quarterly Bundle,96.6,No,No,USD 2490.27,,
S-12356,West,Monthly Plus,97.8,True,1,1169.02,6.5,poor quality
S-11609,Midwest,Monthly Essentials,73.2,Yes,0,USD 746.81,8.2,
S-11542,South,Monthly Essentials,60.8,Yes,0,USD 365.59,6.5,
S-11737,South,Quarterly Bundle,57.4,1,No,"$1,388.87",8.8,
S-14569,Midwest,Monthly Plus,43.0,0,No,722.01,,
S-16919,Northeast,Monthly Plus,96.7,No,0,$446.47,,
S-11064,Northeast,Quarterly Bundle,36.4,True,Yes,"$2,481.48",5.8,shipping issues
S-12213,Midwest,Monthly Plus,78.6,Yes,No,"$1,210.48",6.4,
S-14683,Midwest,Monthly Essentials,39.8,False,False,$565.84,,
S-12212,South,Monthly Plus,81.6,True,No,USD 1409.14,8.0,
S-17596,Northeast,Monthly Plus,96.2,False,No,788.60,,
S-15821,West,Quarterly Bundle,60.4,No,False,USD 2161.51,,
S-13920,West,Quarterly Bundle,50.2,No,Yes,563.10,,found alternative
S-12373,Midwest,Monthly Plus,97.8,True,No,USD 1126.57,0.8,
S-13243,Midwest,Monthly Plus,47.4,0,No,754.07,,
S-11885,West,Monthly Essentials,55.2,Yes,False,$823.23,12.5,
S-16684,Midwest,Monthly Plus,76.3,0,0,1237.52,,
S-17420,Northeast,Monthly Essentials,77.1,No,False,35.64,,
S-13245,South,Quarterly Bundle,51.7,No,0,1469.20,,
S-18395,Northeast,Monthly Essentials,84.4,No,0,182.31,,
S-16515,South,Monthly Essentials,68.4,No,False,USD 700.86,,
S-12889,Northeast,Monthly Essentials,76.8,Yes,0,USD 363.40,2.5,
S-11920,West,Monthly Essentials,72.0,True,No,USD 81.06,3.4,
S-15158,West,Monthly Plus,64.0,False,No,$290.92,,
S-11050,Midwest,Quarterly Bundle,39.9,Yes,Yes,"$1,498.13",1.8,shipping issues
S-13169,Midwest,Quarterly Bundle,78.2,Yes,No,"$1,237.91",10.4,
S-17007,South,Quarterly Bundle,87.2,0,No,294.14,,
S-17459,Midwest,Quarterly Bundle,94.8,False,No,3574.75,,
S-13414,South,Monthly Plus,41.9,No,False,221.23,,
S-16465,Northeast,Monthly Essentials,65.3,False,True,$582.40,,too expensive
S-15536,South,Monthly Plus,66.3,No,No,161.85,,
S-14664,South,Monthly Plus,53.4,No,No,USD 818.91,,
S-10160,West,Monthly Plus,39.4,True,False,183.27,5.7,
S-11722,West,Monthly Essentials,67.0,Yes,No,208.70,13.0,
S-14165,South,Monthly Plus,42.7,False,0,$392.61,,
S-12144,West,Monthly Essentials,64.6,1,Yes,402.38,7.1,bad support experience
S-17138,West,Monthly Essentials,80.4,False,False,USD 419.14,,
S-10510,West,Quarterly Bundle,35.4,Yes,1,307.44,1.3,poor quality
S-11269,West,Monthly Essentials,75.0,True,No,$598.83,11.4,
S-15634,Northeast,Monthly Plus,58.3,No,No,USD 550.91,,
S-12687,Midwest,Monthly Plus,80.4,True,0,USD 1361.38,4.3,
S-12380,South,Quarterly Bundle,76.7,Yes,False,USD 138.52,4.9,
S-10248,West,Quarterly Bundle,37.2,Yes,1,1386.00,5.0,moving/relocating
S-15647,South,Quarterly Bundle,61.8,False,No,593.55,,
S-18331,Midwest,Monthly Essentials,94.7,No,No,USD 869.73,,
S-16531,Midwest,Monthly Plus,69.2,0,False,$642.80,,
S-17978,West,Monthly Essentials,97.7,False,No,USD 177.92,,
S-13988,South,Monthly Essentials,37.0,False,No,193.93,,
S-14661,West,Quarterly Bundle,48.2,No,No,1880.36,,
S-18095,Midwest,Monthly Essentials,78.1,No,False,852.33,,
S-18378,Midwest,Quarterly Bundle,87.9,False,0,USD 3093.34,,
S-16586,South,Monthly Essentials,58.7,No,False,USD 634.19,,
S-15855,South,Monthly Plus,60.2,False,No,$744.61,,
S-16785,Northeast,Monthly Plus,97.2,False,False,$234.02,,
S-14495,Northeast,Quarterly Bundle,42.2,No,No,USD 2713.14,,
S-15425,Northeast,Monthly Essentials,73.4,False,No,463.42,,
S-10852,South,Quarterly Bundle,49.0,True,True,USD 3899.62,5.2,too expensive
S-16171,South,Monthly Essentials,74.1,False,True,584.98,,poor quality
S-13559,Midwest,Monthly Essentials,41.9,No,False,849.23,,
S-14538,South,Monthly Plus,54.2,False,0,568.83,,
S-17204,Northeast,Quarterly Bundle,97.8,No,0,"$2,897.79",,
S-10209,Northeast,Quarterly Bundle,35.6,Yes,1,3293.28,1.5,poor quality
S-13834,South,Monthly Essentials,36.9,False,0,858.54,,
S-17675,West,Monthly Plus,95.6,No,Yes,$890.33,,no longer needed
S-11706,Northeast,Quarterly Bundle,55.9,True,No,315.52,3.3,
S-12416,Northeast,Monthly Plus,82.0,Yes,False,$648.38,2.8,
S-10542,South,Monthly Plus,50.4,True,Yes,$58.39,10.3,found alternative
S-13490,Northeast,Monthly Essentials,52.1,False,1,$532.36,,
S-15454,West,Monthly Essentials,65.0,False,No,$481.44,,
S-16897,South,Quarterly Bundle,96.4,False,No,$548.42,,
S-13706,Midwest,Quarterly Bundle,52.7,False,No,1246.39,,
S-13160,Midwest,Monthly Essentials,96.7,Yes,1,$793.47,13.6,
S-13255,South,Monthly Essentials,43.1,0,0,USD 734.64,,
S-14921,Midwest,Quarterly Bundle,40.5,No,False,3088.64,,
S-17107,West,Monthly Essentials,75.3,False,False,331.66,,
S-15019,Northeast,Monthly Plus,60.1,No,Yes,"$1,229.91",,shipping issues
S-14727,South,Monthly Plus,48.5,No,False,128.26,,
S-16110,Northeast,Monthly Essentials,55.4,False,True,USD 165.67,,moving/relocating
S-14256,Midwest,Monthly Essentials,38.7,False,No,USD 266.28,,
S-16248,Midwest,Monthly Plus,64.9,0,False,709.94,,
S-14637,West,Monthly Essentials,51.5,No,No,$340.84,,
S-11032,South,Monthly Plus,39.4,True,1,507.71,9.9,moving/relocating
S-17837,West,Quarterly Bundle,82.6,No,False,"$3,865.81",,
S-17562,South,Quarterly Bundle,82.1,No,No,1098.97,,
S-11003,Midwest,Quarterly Bundle,45.5,Yes,No,"$1,437.93",0.2,
S-16938,Northeast,Monthly Plus,98.7,No,False,USD 751.10,,
S-11747,Midwest,Monthly Plus,70.2,Yes,0,963.04,11.9,
S-17988,Northeast,Monthly Essentials,88.6,False,0,843.17,,
S-10364,Midwest,Quarterly Bundle,44.9,True,Yes,2918.58,9.4,too expensive
S-14771,Midwest,Monthly Essentials,49.0,False,0,73.21,,
S-10758,Northeast,Quarterly Bundle,47.3,Yes,Yes,"$1,432.04",10.5,found alternative
S-11515,Northeast,Monthly Plus,70.6,True,Yes,120.32,0.7,paused indefinitely
S-13185,Midwest,Monthly Plus,87.8,1,No,USD 759.12,4.2,
S-15988,Midwest,Monthly Essentials,57.1,No,False,$757.84,,
S-17002,South,Quarterly Bundle,85.6,False,No,2148.98,,
S-18268,South,Monthly Plus,93.6,0,False,"$1,347.24",,
S-10679,Northeast,Monthly Plus,45.3,True,False,USD 534.27,9.6,
S-18129,South,Monthly Essentials,80.8,False,False,$949.38,,
S-18375,South,Monthly Essentials,76.2,0,0,USD 848.91,,
S-10997,Northeast,Quarterly Bundle,49.8,Yes,Yes,"$1,332.48",2.3,bad support experience
S-12685,South,Monthly Essentials,83.3,1,No,$210.90,1.2,
S-12545,Midwest,Monthly Plus,85.5,1,No,299.88,8.6,
S-13476,West,Quarterly Bundle,42.6,No,No,"$1,310.79",,
S-15981,West,Monthly Essentials,65.1,No,0,647.32,,
S-14917,South,Quarterly Bundle,45.9,0,0,"$1,428.09",,
S-16168,West,Monthly Essentials,74.4,No,False,$608.31,,
S-13021,South,Monthly Plus,94.0,True,Yes,773.86,0.6,paused indefinitely
S-11494,West,Monthly Plus,62.8,True,False,USD 59.81,8.8,
S-13923,West,Monthly Plus,40.0,No,No,997.90,,
S-15579,South,Quarterly Bundle,68.6,No,1,USD 316.96,,paused indefinitely
S-12423,West,Monthly Plus,90.6,Yes,No,$647.74,0.1,
S-14051,West,Quarterly Bundle,41.8,No,No,145.76,,
S-16533,West,Monthly Plus,68.4,No,0,"$1,148.46",,
S-17554,West,Monthly Plus,75.2,False,No,"$1,200.07",,
S-13661,South,Quarterly Bundle,37.4,No,False,USD 3034.70,,
S-11243,Midwest,Monthly Essentials,61.9,1,0,$410.84,1.2,
S-15284,Northeast,Quarterly Bundle,65.7,No,0,$856.18,,
S-14701,South,Quarterly Bundle,43.7,No,0,3034.01,,
S-17455,South,Monthly Plus,99.7,No,False,$123.13,,
S-14753,Midwest,Monthly Plus,42.1,False,No,$925.33,,
S-11464,West,Monthly Essentials,57.6,True,No,$391.01,13.1,
S-13251,West,Quarterly Bundle,51.4,0,No,"$3,305.34",,
S-12872,Northeast,Quarterly Bundle,80.1,True,No,3097.02,8.0,
S-12056,Northeast,Monthly Essentials,68.8,True,No,840.54,11.7,
S-15209,Northeast,Monthly Plus,58.2,No,False,249.01,,
S-16848,Midwest,Quarterly Bundle,93.0,False,No,"$2,946.18",,
S-17895,West,Monthly Plus,75.8,False,0,956.81,,
S-11891,West,Monthly Essentials,64.6,True,0,USD 389.03,9.1,
S-16416,South,Quarterly Bundle,65.5,No,False,1615.30,,
S-14369,West,Monthly Plus,47.1,No,1,$785.56,,shipping issues
S-10835,Midwest,Quarterly Bundle,37.5,Yes,0,631.29,12.0,
S-13684,South,Quarterly Bundle,46.4,False,False,"$1,543.97",,
S-10915,West,Quarterly Bundle,35.8,True,Yes,1135.60,0.8,
S-10068,South,Monthly Essentials,35.7,Yes,0,USD 569.12,6.5,
S-11911,Northeast,Monthly Essentials,60.5,True,No,667.68,13.7,
S-10873,South,Quarterly Bundle,50.2,1,False,420.78,5.5,
S-15218,Midwest,Quarterly Bundle,63.6,False,No,2713.94,,
S-15005,Northeast,Quarterly Bundle,57.0,0,False,$320.12,,
S-16040,Northeast,Quarterly Bundle,57.9,0,True,2803.52,,no longer needed
S-12879,Northeast,Monthly Essentials,86.0,Yes,0,USD 754.69,7.6,
S-15917,Northeast,Quarterly Bundle,57.1,No,False,"$3,543.21",,
S-18363,West,Quarterly Bundle,89.9,False,False,"$1,872.64",,
S-12613,Northeast,Quarterly Bundle,77.3,1,0,USD 2039.62,3.9,
S-11855,South,Monthly Essentials,69.2,1,0,896.30,3.1,
S-10402,South,Monthly Essentials,38.6,True,True,USD 120.28,6.3,shipping issues
S-14861,Midwest,Quarterly Bundle,46.5,0,No,1825.42,,
S-17183,West,Quarterly Bundle,98.9,0,No,2446.29,,
S-14345,South,Quarterly Bundle,47.9,No,0,$929.49,,
S-14216,Northeast,Monthly Plus,51.1,False,No,1531.89,,
S-13059,South,Monthly Essentials,83.6,True,True,368.10,9.6,too expensive
S-17831,Midwest,Monthly Plus,79.8,False,0,USD 465.36,,
S-10035,Northeast,Quarterly Bundle,37.5,Yes,1,USD 1695.33,11.5,paused indefinitely
S-15210,Northeast,Quarterly Bundle,69.4,False,False,3290.99,,
S-11046,South,Monthly Essentials,39.0,Yes,True,78.64,12.5,too expensive
S-17432,Northeast,Quarterly Bundle,85.2,False,False,3101.46,,
S-13771,Northeast,Quarterly Bundle,39.0,No,True,678.95,,no longer needed
S-13030,West,Monthly Essentials,88.8,Yes,False,USD 563.25,7.1,
S-16355,West,Quarterly Bundle,56.2,False,No,"$2,347.27",,
S-14736,Midwest,Monthly Essentials,38.8,No,No,$265.54,,
S-11309,South,Monthly Essentials,73.5,1,1,USD 761.70,4.2,
S-12735,West,Quarterly Bundle,76.6,Yes,False,"$2,937.81",8.4,
S-11367,Midwest,Monthly Plus,61.2,Yes,True,$639.72,13.5,shipping issues
S-10249,Northeast,Monthly Plus,40.7,True,True,$168.95,7.9,bad support experience
S-14752,West,Monthly Plus,50.5,No,0,117.62,,
S-11927,Midwest,Monthly Essentials,62.4,True,True,649.11,8.8,paused indefinitely
S-12220,Midwest,Monthly Essentials,92.0,True,False,$378.84,5.6,
S-10887,Midwest,Monthly Plus,39.3,True,True,$628.68,13.2,moving/relocating
S-16360,West,Quarterly Bundle,62.4,0,0,USD 2827.02,,
S-16655,Northeast,Monthly Essentials,62.9,No,No,USD 862.93,,
S-16213,South,Monthly Essentials,64.9,No,False,411.83,,
S-14790,Northeast,Quarterly Bundle,43.1,No,True,1553.63,,poor quality
S-14981,Midwest,Monthly Plus,65.1,False,0,1028.56,,
S-12684,West,Monthly Essentials,80.2,True,Yes,388.75,2.8,bad support experience
S-12479,Northeast,Monthly Plus,86.4,True,False,$842.14,6.0,
S-10119,Midwest,Quarterly Bundle,52.0,Yes,No,2888.06,10.7,
S-13637,Midwest,Monthly Essentials,48.3,False,Yes,797.52,,no longer needed
S-16438,West,Monthly Essentials,66.1,No,False,USD 335.93,,
S-17568,Northeast,Monthly Essentials,77.5,False,No,$109.88,,
S-15015,Midwest,Monthly Essentials,70.3,False,False,316.64,,
S-12046,West,Quarterly Bundle,66.9,True,0,"$3,481.11",9.3,
S-15533,Midwest,Quarterly Bundle,56.9,No,No,1139.71,,
S-13828,Midwest,Monthly Essentials,40.7,False,Yes,964.40,,too expensive
S-14433,Northeast,Monthly Essentials,40.7,No,False,$415.18,,
S-14969,Midwest,Monthly Plus,59.9,No,No,1058.71,,
S-11789,Midwest,Quarterly Bundle,72.5,Yes,True,2519.08,8.2,found alternative
S-11886,Midwest,Quarterly Bundle,70.5,Yes,False,USD 2424.76,5.9,
S-11475,Midwest,Monthly Plus,64.2,True,False,$841.62,0.5,
S-17122,South,Monthly Essentials,82.1,No,False,$291.67,,
S-14948,West,Quarterly Bundle,45.6,No,False,"$1,924.41",,
S-15216,West,Quarterly Bundle,61.2,False,No,453.29,,
S-11997,Midwest,Quarterly Bundle,67.5,1,No,3227.83,5.1,
S-17293,Midwest,Monthly Plus,87.1,0,0,1231.90,,
S-14466,West,Monthly Essentials,38.0,False,False,USD 148.89,,
S-12390,South,Quarterly Bundle,85.7,Yes,No,3329.74,9.4,
S-11861,West,Monthly Essentials,60.1,True,No,$443.73,8.7,
S-14296,Midwest,Quarterly Bundle,45.9,False,False,"$3,436.26",,
S-18239,South,Quarterly Bundle,88.5,False,No,USD 1163.01,,
S-16737,South,Monthly Plus,95.8,False,0,USD 389.18,,
S-11743,South,Monthly Plus,73.7,True,No,392.18,12.4,
S-18376,South,Monthly Plus,85.7,False,No,"$1,043.43",,
S-12943,West,Monthly Essentials,76.5,True,No,266.97,6.9,
S-13260,Northeast,Quarterly Bundle,39.7,False,False,3759.49,,
S-17728,West,Monthly Plus,76.3,False,False,1007.90,,
S-15602,South,Monthly Essentials,60.6,False,0,USD 464.93,,
S-11115,West,Monthly Essentials,65.4,Yes,No,42.00,6.4,
S-17171,South,Monthly Essentials,81.2,0,No,793.89,,
S-15830,West,Monthly Plus,62.7,No,No,514.96,,
S-13068,Midwest,Monthly Plus,83.6,True,False,$185.05,1.5,
S-17638,Midwest,Quarterly Bundle,88.0,False,No,1656.83,,
S-15370,South,Monthly Essentials,68.5,No,No,323.94,,
S-12992,South,Monthly Essentials,98.1,True,False,$160.20,10.9,
S-18343,West,Quarterly Bundle,90.6,No,0,806.39,,
S-16325,South,Monthly Plus,61.1,0,False,57.21,,
S-15630,West,Monthly Plus,73.9,False,True,USD 1320.28,,no longer needed
S-17629,West,Quarterly Bundle,97.0,0,0,"$1,520.79",,
S-13108,Northeast,Monthly Essentials,91.6,Yes,1,$426.69,5.4,bad support experience
S-10201,Midwest,Monthly Essentials,53.9,True,False,USD 459.85,12.5,
S-16126,South,Monthly Essentials,68.3,False,No,$642.12,,
S-11817,Northeast,Quarterly Bundle,71.7,Yes,True,"$2,974.57",14.0,no longer needed
S-11241,Midwest,Monthly Plus,74.0,Yes,1,824.96,9.9,bad support experience
S-17529,West,Monthly Essentials,77.3,False,False,USD 74.55,,
S-10211,Northeast,Monthly Plus,37.2,Yes,1,$425.72,12.9,
S-12904,Midwest,Monthly Essentials,98.0,1,0,289.91,7.7,
S-10731,South,Monthly Essentials,36.2,Yes,Yes,502.79,8.2,shipping issues
S-15814,West,Monthly Essentials,73.1,No,No,675.51,,
S-14573,South,Monthly Essentials,42.0,No,False,406.37,,
S-17209,Northeast,Monthly Plus,93.9,No,False,120.97,,
S-13455,West,Monthly Plus,43.2,False,No,USD 301.42,,
S-14244,Northeast,Monthly Plus,55.0,No,False,1296.34,,
S-11151,South,Monthly Plus,70.0,True,False,$656.80,9.5,
S-15408,Midwest,Monthly Plus,65.1,0,No,USD 392.16,,
S-15771,West,Quarterly Bundle,58.5,No,No,2448.61,,
S-13360,West,Monthly Plus,51.3,No,False,594.00,,
S-12295,Midwest,Monthly Plus,90.2,1,True,"$1,019.94",13.2,moving/relocating
S-16982,Northeast,Monthly Essentials,99.0,No,False,77.03,,
S-11343,West,Monthly Plus,64.6,True,1,514.77,13.7,
S-10925,Northeast,Monthly Essentials,49.4,True,True,$756.33,0.0,too expensive
S-15520,Northeast,Monthly Essentials,66.5,False,True,539.10,,shipping issues
S-13000,Northeast,Monthly Plus,91.0,True,0,383.31,8.8,
S-12187,Midwest,Quarterly Bundle,75.4,1,No,3295.01,7.8,
S-17092,South,Monthly Essentials,79.7,0,False,$249.12,,
S-11360,South,Monthly Essentials,64.9,Yes,Yes,USD 286.62,7.5,too expensive
S-11813,West,Monthly Plus,68.8,1,No,$243.32,6.5,
S-11554,Northeast,Monthly Essentials,56.8,True,Yes,$381.01,4.4,found alternative
S-11690,South,Monthly Plus,59.7,1,No,1413.50,1.9,
S-17159,South,Monthly Essentials,93.2,False,No,238.30,,
S-14350,Northeast,Monthly Plus,47.9,False,0,59.36,,
S-16976,West,Monthly Plus,79.9,No,No,986.38,,
S-12948,West,Monthly Plus,77.7,1,No,579.89,3.3,
S-13215,West,Monthly Plus,82.9,True,False,637.91,6.9,
S-17849,Midwest,Quarterly Bundle,94.0,False,No,USD 2099.96,,
S-15349,South,Monthly Plus,67.4,0,False,"$1,397.87",,
S-11580,West,Monthly Essentials,64.3,Yes,False,$462.53,12.5,
S-15481,South,Monthly Essentials,63.3,No,False,USD 39.90,,
S-11618,South,Monthly Plus,71.3,1,False,239.45,8.2,
S-17884,Midwest,Monthly Essentials,84.7,0,0,$140.54,,
S-16597,South,Monthly Essentials,57.4,False,No,USD 78.18,,
S-13760,Midwest,Monthly Plus,45.6,0,1,972.09,,
S-13592,South,Monthly Essentials,53.8,0,No,$320.60,,
S-14789,South,Quarterly Bundle,35.5,0,No,USD 3718.39,,
S-11144,Northeast,Monthly Essentials,58.2,1,True,$194.81,7.0,no longer needed
S-15596,West,Monthly Essentials,69.9,No,No,$467.62,,
S-17643,South,Monthly Essentials,91.7,No,False,$275.79,,
S-10986,West,Monthly Essentials,42.7,1,Yes,959.68,8.5,paused indefinitely
S-12001,South,Monthly Essentials,55.5,Yes,Yes,212.53,10.4,too expensive
S-10787,West,Quarterly Bundle,54.2,True,No,$292.29,8.1,
S-16221,South,Monthly Plus,61.6,0,No,$644.18,,
S-17825,Northeast,Monthly Essentials,77.4,False,False,$817.50,,
S-12445,South,Monthly Essentials,78.6,True,No,$837.56,0.2,
S-16518,West,Monthly Plus,67.8,0,False,791.63,,
S-14628,South,Monthly Plus,40.1,No,No,$501.60,,
S-15576,Midwest,Monthly Essentials,61.5,False,No,$858.54,,
S-15003,South,Monthly Plus,74.9,False,False,515.03,,
S-13619,Midwest,Quarterly Bundle,54.6,No,0,"$2,666.39",,
S-15502,West,Monthly Plus,58.8,No,False,USD 1083.39,,
S-14030,Midwest,Monthly Essentials,42.7,0,False,641.65,,
S-17944,South,Quarterly Bundle,96.9,No,False,2708.02,,
S-18196,West,Monthly Essentials,98.9,No,False,42.08,,
S-15127,Northeast,Monthly Essentials,73.9,False,False,483.71,,
S-11825,South,Monthly Plus,69.4,Yes,False,$123.07,5.1,
S-17406,West,Quarterly Bundle,83.2,0,No,772.72,,
S-17687,West,Quarterly Bundle,98.0,False,False,1634.09,,
S-13992,South,Quarterly Bundle,46.9,False,False,"$1,133.78",,
S-14236,South,Monthly Plus,51.2,False,False,947.68,,
S-14020,Northeast,Monthly Essentials,40.0,No,0,80.02,,
S-10799,Northeast,Monthly Plus,46.3,Yes,1,$748.03,5.4,
S-15574,Midwest,Monthly Plus,59.4,False,No,$823.91,,
S-11787,Midwest,Monthly Essentials,56.8,True,0,$163.28,6.0,
S-13527,Northeast,Monthly Plus,49.7,0,No,620.09,,
S-13282,West,Quarterly Bundle,53.0,No,False,"$2,432.82",,
S-15762,Midwest,Quarterly Bundle,56.4,0,Yes,960.88,,
S-15136,West,Monthly Essentials,68.4,False,Yes,$550.87,,shipping issues
S-17425,South,Quarterly Bundle,86.2,False,1,320.29,,shipping issues
S-17537,Midwest,Quarterly Bundle,94.6,False,False,3593.03,,
S-15280,Midwest,Monthly Plus,70.2,0,No,1050.20,,
S-11798,West,Quarterly Bundle,71.3,Yes,0,$441.81,3.4,
S-18240,Midwest,Monthly Plus,92.2,0,No,"$1,302.53",,
S-11181,Northeast,Monthly Plus,57.7,True,0,USD 189.02,9.4,
S-12473,West,Quarterly Bundle,93.4,1,0,2397.44,4.9,
S-10080,Midwest,Monthly Essentials,42.3,Yes,True,655.87,3.0,shipping issues
S-12316,Northeast,Monthly Plus,98.9,True,False,$942.56,2.8,
S-14625,Northeast,Monthly Plus,53.2,No,1,"$1,278.65",,too expensive
S-14808,South,Monthly Plus,49.1,No,False,1155.82,,
S-16757,Northeast,Monthly Essentials,92.1,No,False,$787.40,,
S-15001,Northeast,Quarterly Bundle,74.0,False,False,"$3,633.13",,
S-10766,Northeast,Quarterly Bundle,35.7,True,False,2441.61,3.3,
S-13814,South,Quarterly Bundle,42.1,No,No,2697.48,,
S-11826,West,Quarterly Bundle,68.7,1,No,USD 3665.90,1.8,
S-12382,Midwest,Monthly Plus,76.3,1,No,"$1,016.55",13.8,
S-12237,Northeast,Quarterly Bundle,80.1,Yes,True,727.93,8.6,paused indefinitely
S-13383,South,Quarterly Bundle,46.1,No,0,2846.40,,
S-15098,West,Monthly Plus,65.7,No,False,405.01,,
S-17040,South,Quarterly Bundle,96.0,False,Yes,1937.26,,too expensive
S-16458,South,Monthly Essentials,57.3,No,No,492.82,,
S-17668,South,Quarterly Bundle,84.0,No,False,"$1,319.26",,
S-17981,Northeast,Monthly Essentials,89.3,0,False,$84.42,,
S-16856,Midwest,Monthly Essentials,86.0,No,0,$696.38,,
S-11624,West,Monthly Plus,58.6,Yes,True,1076.52,4.8,poor quality
S-15982,Midwest,Monthly Plus,72.7,False,0,234.47,,
S-14418,West,Monthly Essentials,37.6,No,No,USD 313.74,,
S-10889,West,Quarterly Bundle,37.6,1,True,2961.37,6.0,poor quality
S-12247,South,Monthly Plus,89.7,True,No,USD 1361.38,0.0,
S-12830,West,Monthly Plus,87.0,True,No,1034.02,5.7,
S-15487,Midwest,Monthly Plus,60.1,False,No,"$1,041.03",,
S-10483,Midwest,Monthly Essentials,50.3,1,Yes,USD 266.36,3.2,
S-14686,Northeast,Monthly Essentials,46.5,No,No,$245.86,,
S-18035,West,Monthly Plus,80.4,No,No,255.06,,
S-16768,Midwest,Monthly Essentials,97.2,False,False,481.17,,
S-18076,West,Monthly Plus,98.5,No,False,"$1,244.30",,
S-14936,Midwest,Quarterly Bundle,52.2,No,No,2784.00,,
S-13056,Northeast,Quarterly Bundle,96.1,Yes,0,2447.47,12.2,
S-10166,South,Monthly Plus,45.3,True,True,$601.02,0.5,
S-10309,Midwest,Quarterly Bundle,39.9,True,No,"$3,175.17",12.9,
